iter	Logloss
397	0.296972525
398	0.2967929307
399	0.2961755896
400	0.2958329724
401	0.2955335391
402	0.2953545683
403	0.295114628
404	0.2948637932
405	0.2944370065
406	0.2940107776
407	0.2936724919
408	0.2934180147
409	0.2931296072
410	0.292597945
411	0.2922997259
412	0.2916641399
413	0.2911072105
414	0.2907384073
415	0.2903616956
416	0.2898711174
417	0.28946251
418	0.2892542685
419	0.2887734034
420	0.2885783862
421	0.2882379675
422	0.287895219
423	0.2874470372
424	0.2871593845
425	0.2868262178
426	0.2864073066
427	0.2862576721
428	0.2856856808
429	0.2853915635
430	0.2851437476
431	0.2849246117
432	0.2845503284
433	0.2842157507
434	0.2838705083
435	0.2835641512
436	0.2832768594
437	0.2831468151
438	0.2826901672
439	0.282358871
440	0.2821755686
441	0.2819043231
442	0.2816710769
443	0.2814609651
444	0.2813478531
445	0.2811009561
446	0.2809065624
447	0.2805618778
448	0.2800655898
449	0.2798565608
450	0.2796692223
451	0.2793538411
452	0.2790471231
453	0.2787140877
454	0.2785312119
455	0.2781824584
456	0.277980747
457	0.2775719755
458	0.2774217175
459	0.2772544287
460	0.2770975092
461	0.2768111362
462	0.2765332294
463	0.2761895621
464	0.2759035828
465	0.2754195675
466	0.2751635644
467	0.2748129896
468	0.2743629538
469	0.2742121707
470	0.2740486063
471	0.2737487629
472	0.2735427856
473	0.2731454993
474	0.2726132629
475	0.2723267586
476	0.2721903811
477	0.2717866139
478	0.2715784545
479	0.2713210895
480	0.2711482222
481	0.2709312193
482	0.2707295408
483	0.2705936391
484	0.2703059863
485	0.2700233377
486	0.2697084652
487	0.2693389893
488	0.2690173077
489	0.2686217934
490	0.2682657714
491	0.2680312782
492	0.2675828175
493	0.2671992476
494	0.2669236378
495	0.2666388563
496	0.2663506293
497	0.2660869803
498	0.265699965
499	0.265456497
500	0.2651769494
501	0.264778613
502	0.264496834
503	0.2641115578
504	0.2638630693
505	0.2637448219
506	0.2633296187
507	0.2630435739
508	0.2626892746
509	0.2624138781
510	0.2621140347
511	0.261558664
512	0.2613566901
513	0.2612116332
514	0.2609462287
515	0.2604755689
516	0.2601997129
517	0.2600013323
518	0.2597651164
519	0.2594289144
520	0.2590285763
521	0.258625777
522	0.2583958123
523	0.2579732915
524	0.2578042635
525	0.2574878323
526	0.2571784563
527	0.2567841232
528	0.2565655452
529	0.2562573341
530	0.2559598205
531	0.2553917341
532	0.2549660795
533	0.2546004265
534	0.2542835523
535	0.2540562455
536	0.2538015386
537	0.2536967944
538	0.2533224126
539	0.2531486593
540	0.2529495239
541	0.2522316881
542	0.2520321426
543	0.2515448457
544	0.2512616557
545	0.2509700652
546	0.2507441039
547	0.2504818496
548	0.2501662716
549	0.2500007876
550	0.2498310376
551	0.2495622532
552	0.2492180281
553	0.2489454372
554	0.2485631799
555	0.2481830556
556	0.2480400988
557	0.2477830128
558	0.2475531629
559	0.2473227224
560	0.2467843497
561	0.2465437694
562	0.2463102443
563	0.2460489088
564	0.2457862936
565	0.2455744425
566	0.2452181252
567	0.2449219734
568	0.244440452
569	0.2438908239
570	0.2435893889
571	0.2434638731
572	0.2432624407
573	0.2430971699
574	0.2427389001
575	0.2424971714
576	0.2423563475
577	0.2422258931
578	0.2419945994
579	0.2417287191
580	0.241502528
581	0.2409547211
582	0.2406905472
583	0.2403833697
584	0.2401062668
585	0.2398690501
586	0.2397563483
587	0.2394576534
588	0.2392980596
589	0.2388436102
590	0.2384978264
591	0.238149122
592	0.2380363875
593	0.2374329598
594	0.2371528379
595	0.2368294008
596	0.2366724814
597	0.2363214965
598	0.2361267418
599	0.2357893093
600	0.2354138446
601	0.2350970853
602	0.2347513506
603	0.234527391
604	0.2342661868
605	0.2340202742
606	0.2336898804
607	0.2334437052
608	0.233249853
609	0.2330123409
610	0.2328363562
611	0.232408782
612	0.2320124144
613	0.2317423831
614	0.2314398325
615	0.2313202397
616	0.2311404649
617	0.2308300059
618	0.2305219753
619	0.2303388042
620	0.2299773185
621	0.2297933271
622	0.2294288061
623	0.2292171355
624	0.2289909773
625	0.2287838187
626	0.2284436626
627	0.2281109061
628	0.2278731644
629	0.2276966054
630	0.2274112004
631	0.2271837788
632	0.227043841
633	0.2268508255
634	0.2266909528
635	0.2265076996
636	0.2262272825
637	0.225799741
638	0.2256562428
639	0.2253200736
640	0.2251756237
641	0.2249023438
642	0.2246929538
643	0.2244738507
644	0.2242057718
645	0.2240709859
646	0.2238788892
647	0.2236587524
648	0.2233907392
649	0.2232689314
650	0.2230884839
651	0.2226673413
652	0.2224867298
653	0.2220383019
654	0.2217548986
655	0.221485786
656	0.2213432066
657	0.2211505193
658	0.221052945
659	0.2207394179
660	0.2203470046
661	0.2199795959
662	0.2194172193
663	0.2192270915
664	0.2188719062
665	0.2186829926
666	0.2185515701
667	0.2184066608
668	0.2183483001
669	0.2182288385
670	0.2178914388
671	0.2177000312
672	0.2175483129
673	0.2172101421
674	0.2170112036
675	0.2166980702
676	0.2162275745
677	0.2159149826
678	0.2157179966
679	0.215436152
680	0.2153635497
681	0.2152707172
682	0.2149275913
683	0.2146206435
684	0.214515243
685	0.2142516434
686	0.2141613704
687	0.2138556039
688	0.2136147776
689	0.2132509949
690	0.2130298245
691	0.212686633
692	0.212415929
693	0.212141402
694	0.2119712583
695	0.2117667906
696	0.2114827146
697	0.2112842847
698	0.2109677551
699	0.2107718847
700	0.2106141121
701	0.210482099
702	0.210136873
703	0.209911732
704	0.2096743348
705	0.2095272762
706	0.2092815276
707	0.2090299217
708	0.20874473
709	0.2085249706
710	0.2082095403
711	0.2078375704
712	0.2075259957
713	0.2072480889
714	0.2070608488
715	0.2068295058
716	0.2065374887
717	0.206277794
718	0.2058711883
719	0.2055542977
720	0.2054442047
721	0.2051696285
722	0.2048378401
723	0.2046921269
724	0.2044289538
725	0.2041155415
726	0.2037003712
727	0.2035074213
728	0.203310304
729	0.2031761087
730	0.2029536422
731	0.2026978524
732	0.2025061823
733	0.2022835352
734	0.2020051197
735	0.2017331687
736	0.2016144291
737	0.2014625631
738	0.2011215374
739	0.2008931806
740	0.2006417879
741	0.2004258187
742	0.2002362323
743	0.1998708417
744	0.1996258972
745	0.1993253482
746	0.1990613548
747	0.1988980693
748	0.1986590314
749	0.1985005368
750	0.1982715894
751	0.1980468586
752	0.1976788593
753	0.1974177863
754	0.197133054
755	0.196910571
756	0.1967436432
757	0.1963448801
758	0.1960013441
759	0.1957984678
760	0.1955040388
761	0.1953223116
762	0.1952554682
763	0.1949215797
764	0.1948338334
765	0.1946871522
766	0.1944352837
767	0.1941111575
768	0.1939422936
769	0.1936049759
770	0.1933641659
771	0.1930635678
772	0.1928757862
773	0.1926632461
774	0.1924850792
775	0.1921577043
776	0.191880503
777	0.1917852914
778	0.1916633524
779	0.1913738128
780	0.1909902265
781	0.1906989641
782	0.1903718682
783	0.1901708623
784	0.1900127944
785	0.1898553992
786	0.1896151799
787	0.1893706291
788	0.189115069
789	0.1888510755
790	0.1886515299
791	0.188275409
792	0.1879157938
793	0.187669389
794	0.1874383086
795	0.187303096
796	0.1871673912
797	0.1870952319
798	0.1868676955
799	0.1865791075
800	0.1864133445
801	0.1860782746
802	0.1857407765
803	0.1855094664
804	0.1854164041
805	0.1851740027
806	0.1850092406
807	0.1846232096
808	0.1843589044
809	0.1842194588
810	0.1839872627
811	0.1837726224
812	0.1835579821
813	0.183325786
814	0.1831159202
815	0.1829763761
816	0.1826534148
817	0.182234077
818	0.1821122692
819	0.1818291121
820	0.1814850674
821	0.1812489007
822	0.181022201
823	0.1807029642
824	0.1805917883
825	0.1803686819
826	0.1800849833
827	0.1800016998
828	0.1796885829
829	0.1796082035
830	0.1793114283
831	0.1792010892
832	0.1790025609
833	0.1787602414
834	0.1785454535
835	0.1783678773
836	0.1781646564
837	0.1780134304
838	0.1778722619
839	0.1776464647
840	0.1773613222
841	0.1771503243
842	0.1768582416
843	0.1765824349
844	0.1763549312
845	0.1760898057
846	0.175781332
847	0.1755600796
848	0.175324602
849	0.1750002789
850	0.1746857018
851	0.1746268816
852	0.1744288947
853	0.1741991925
854	0.1739779236
855	0.1738557549
856	0.1735949937
857	0.1733637
858	0.1731760333
859	0.1728177799
860	0.1726187101
861	0.1724280901
862	0.1721902006
863	0.1719988095
864	0.1718100599
865	0.171524294
866	0.1712354106
867	0.1709055255
868	0.1707003029
869	0.1704920287
870	0.1702210293
871	0.1699854041
872	0.1697524204
873	0.1695445399
874	0.1692173783
875	0.1690111386
876	0.1687543807
877	0.1685523905
878	0.1683474305
879	0.168087506
880	0.1678181966
881	0.1676915159
882	0.1675132834
883	0.1672669606
884	0.1671499929
885	0.1669052616
886	0.1666892103
887	0.1663472001
888	0.1661078012
889	0.1659048757
890	0.1657249533
891	0.1654790899
892	0.165341285
893	0.1652402488
894	0.1651282854
895	0.1650151735
896	0.1649077713
897	0.1647320163
898	0.1646173621
899	0.1643336142
900	0.1641844226
901	0.1639340308
902	0.1637939945
903	0.163562143
904	0.1633236957
905	0.1630113991
906	0.162704156
907	0.1625518307
908	0.1624353881
909	0.1623688729
910	0.16223115
911	0.1619739491
912	0.161734501
913	0.1615414855
914	0.1613350489
915	0.161149187
916	0.1609640142
917	0.1608281453
918	0.1606964439
919	0.1605086788
920	0.1602724957
921	0.1600462883
922	0.1599287792
923	0.1597092167
924	0.1595798615
925	0.15945049
926	0.159186677
927	0.1589653753
928	0.1586626607
929	0.1584658059
930	0.15821251
931	0.158142418
932	0.1580877161
933	0.1579722743
934	0.1578515822
935	0.1576588292
936	0.1574610556
937	0.1572995422
938	0.1572529454
939	0.157060012
940	0.156953381
941	0.1567421862
942	0.1565908781
943	0.1563994705
944	0.1561878327
945	0.1560563939
946	0.1557591264
947	0.1555235176
948	0.1553960657
949	0.1551854944
950	0.154989624
951	0.1547610703
952	0.1544996856
953	0.154340502
954	0.1540862545
955	0.1539472354
956	0.1537001743
957	0.153507487
958	0.1533010175
959	0.1530702981
960	0.152868718
961	0.1527121103
962	0.1525204894
963	0.1522952172
964	0.1521114883
965	0.1518922539
966	0.1516679989
967	0.1513963105
968	0.15131895
969	0.151206396
970	0.1510558262
971	0.1508894561
972	0.1506341586
973	0.1505343858
974	0.1503678189
975	0.1502658311
976	0.150079198
977	0.1499788674
978	0.1497518724
979	0.1495939193
980	0.1494351951
981	0.1491818664
982	0.1489791214
983	0.1488624163
984	0.1486170779
985	0.148435203
986	0.1482578729
987	0.1480570147
988	0.1479522705
989	0.1478093629
990	0.1476501137
991	0.1475469774
992	0.1474446779
993	0.1474064653
994	0.1471718409
995	0.1469578733
996	0.1467975904
997	0.1464867377
998	0.1463263071
999	0.146194097
